Region,State,Pincode,Year,Quarter,Total_transaction_count,Total_transaction_amount
Northern Region,Ladakh,194105,2020,Q2,7237,21165123.923762888
Northern Region,Ladakh,194703,2020,Q2,7031,23692276.11660263
Northern Region,Ladakh,194106,2020,Q2,5244,17771134.590414867
Northern Region,Ladakh,194104,2020,Q3,53009,195759175.21942508
Northern Region,Ladakh,194101,2020,Q3,36318,125762209.10383196
Northern Region,Ladakh,194201,2020,Q3,33208,131788417.2799292
Northern Region,Ladakh,194107,2020,Q3,21812,80911251.92241782
Northern Region,Ladakh,194102,2020,Q3,13177,50193271.97390421
Northern Region,Ladakh,194103,2020,Q3,13164,48682989.29905912
Northern Region,Ladakh,194401,2020,Q3,11567,51535510.95584342
Northern Region,Ladakh,194105,2020,Q3,9087,31090704.288437817
Northern Region,Ladakh,194106,2020,Q3,8926,29595203.92357209
Northern Region,Ladakh,194703,2020,Q3,8098,28106789.559085622
Northern Region,Ladakh,194104,2020,Q4,79598,265446627.74241495
Northern Region,Ladakh,194101,2020,Q4,53569,186455975.80271304
Northern Region,Ladakh,194201,2020,Q4,40398,145874101.04263115
Northern Region,Ladakh,194107,2020,Q4,28650,101994102.20863494
Northern Region,Ladakh,194103,2020,Q4,19884,63335720.984377906
Northern Region,Ladakh,194401,2020,Q4,19253,76107254.40349069
Northern Region,Ladakh,194102,2020,Q4,17941,61946061.18721973
Northern Region,Ladakh,194106,2020,Q4,13802,37001878.32567723
Northern Region,Ladakh,194105,2020,Q4,13717,36711603.92132313
Northern Region,Ladakh,194703,2020,Q4,12137,41598849.489292465
Northern Region,Ladakh,194104,2021,Q1,69922,253778842.65696287
Northern Region,Ladakh,194101,2021,Q1,52241,188584750.97759098
Northern Region,Ladakh,194201,2021,Q1,32349,131455088.778226
Northern Region,Ladakh,194107,2021,Q1,20479,75239570.32924883
Northern Region,Ladakh,194401,2021,Q1,20189,78630023.24266252
Northern Region,Ladakh,194103,2021,Q1,17261,50249657.8673976
Northern Region,Ladakh,194102,2021,Q1,11397,36877688.47584062
Northern Region,Ladakh,194703,2021,Q1,9665,35542116.58772261
Northern Region,Ladakh,194106,2021,Q1,9664,29369812.53538941
Northern Region,Ladakh,194105,2021,Q1,9247,30460098.458588008
Northern Region,Ladakh,194104,2021,Q2,97554,344092221.32634246
Northern Region,Ladakh,194101,2021,Q2,82253,290945382.6748371
Northern Region,Ladakh,194201,2021,Q2,46730,184021708.64330217
Northern Region,Ladakh,194107,2021,Q2,27961,104196961.24413434
Northern Region,Ladakh,194401,2021,Q2,27469,110348436.69281757
Northern Region,Ladakh,194103,2021,Q2,23768,73062107.06852457
Northern Region,Ladakh,194102,2021,Q2,23109,81915521.2458953
Northern Region,Ladakh,194105,2021,Q2,15290,45575936.5836569
Northern Region,Ladakh,194106,2021,Q2,13320,43934602.79987593
Northern Region,Ladakh,194703,2021,Q2,11776,37349775.978450835
Northern Region,Ladakh,194101,2021,Q3,158592,609875579.7552676
Northern Region,Ladakh,194104,2021,Q3,134590,453246271.94474024
Northern Region,Ladakh,194201,2021,Q3,64437,269863008.4168567
Northern Region,Ladakh,194401,2021,Q3,37043,160850348.114331
Northern Region,Ladakh,194103,2021,Q3,34363,122408757.75828159
Northern Region,Ladakh,194102,2021,Q3,33291,125474392.07742149
Northern Region,Ladakh,194107,2021,Q3,33031,130954307.98520905
Northern Region,Ladakh,194105,2021,Q3,21767,68952692.57986437
Northern Region,Ladakh,194106,2021,Q3,17972,58698289.91442717
Northern Region,Ladakh,194703,2021,Q3,16103,57215433.30702903
Northern Region,Ladakh,194104,2021,Q4,152915,482150693.80578053
Northern Region,Ladakh,194101,2021,Q4,145867,501529595.87825036
Northern Region,Ladakh,194201,2021,Q4,74027,274189707.01169163
Northern Region,Ladakh,194401,2021,Q4,43146,168530928.8720181
Northern Region,Ladakh,194107,2021,Q4,38000,139391735.73762026
Northern Region,Ladakh,194103,2021,Q4,36689,112442870.84496419
Northern Region,Ladakh,194102,2021,Q4,31783,110979297.21193558
Northern Region,Ladakh,194105,2021,Q4,22207,67216234.07271755
Northern Region,Ladakh,194703,2021,Q4,21830,68873210.48487522
Northern Region,Ladakh,194106,2021,Q4,17704,56842594.13239838
Northern Region,Ladakh,194104,2022,Q1,154272,472737561.2291975
Northern Region,Ladakh,194101,2022,Q1,134589,426307081.65345216
Northern Region,Ladakh,194201,2022,Q1,76974,270445428.79312336
Northern Region,Ladakh,194107,2022,Q1,45153,152808140.1873147
Northern Region,Ladakh,194401,2022,Q1,42114,144670505.39359504
Northern Region,Ladakh,194103,2022,Q1,34785,93196976.43138848
Northern Region,Ladakh,194102,2022,Q1,26314,89483823.81015117
Northern Region,Ladakh,194703,2022,Q1,23787,73704446.76612793
Northern Region,Ladakh,194105,2022,Q1,23335,68121513.09820607
Northern Region,Ladakh,194106,2022,Q1,17551,56686258.252219945
Northern Region,Ladakh,194101,2022,Q2,295744,953619671.9154239
Northern Region,Ladakh,194104,2022,Q2,235834,687142377.4082154
Northern Region,Ladakh,194201,2022,Q2,122174,422676434.18049604
Northern Region,Ladakh,194107,2022,Q2,78094,237866441.3871275
Northern Region,Ladakh,194401,2022,Q2,77048,302237005.0231304
Northern Region,Ladakh,194103,2022,Q2,64923,179793577.05094215
Northern Region,Ladakh,194102,2022,Q2,49473,160062924.85814723
Northern Region,Ladakh,194105,2022,Q2,39622,106171675.08014886
Northern Region,Ladakh,194703,2022,Q2,35267,99427375.07701047
Northern Region,Ladakh,194404,2022,Q2,31848,150765059.0770013
Northern Region,Ladakh,194101,2022,Q3,320558,987012441.2115387
Northern Region,Ladakh,194104,2022,Q3,252253,692400225.3003747
Northern Region,Ladakh,194201,2022,Q3,138865,447577780.6149179
Northern Region,Ladakh,194401,2022,Q3,78063,282694980.31049764
Northern Region,Ladakh,194103,2022,Q3,67676,172870643.53104627
Northern Region,Ladakh,194107,2022,Q3,66414,194962643.17275846
Northern Region,Ladakh,194102,2022,Q3,58100,163338681.53460935
Northern Region,Ladakh,194404,2022,Q3,44884,212368409.06949016
Northern Region,Ladakh,194105,2022,Q3,40480,105748434.37612358
Northern Region,Ladakh,194703,2022,Q3,33746,90353822.98653208
Northern Region,Ladakh,194104,2022,Q4,253102,634954359.5981989
Northern Region,Ladakh,194101,2022,Q4,242758,650642182.7208587
Northern Region,Ladakh,194201,2022,Q4,128329,361948632.4458002
Northern Region,Ladakh,194401,2022,Q4,73153,227090234.7867395
Northern Region,Ladakh,194103,2022,Q4,62642,136252415.71828476
Northern Region,Ladakh,194102,2022,Q4,55644,138011380.5256229
Northern Region,Ladakh,194107,2022,Q4,54757,143326775.1819088
Northern Region,Ladakh,194404,2022,Q4,50950,195859048.4963047
Northern Region,Ladakh,194105,2022,Q4,41674,98531402.32250312
Northern Region,Ladakh,194703,2022,Q4,34085,90457957.39822572
Southern Region,Lakshadweep,682551,2018,Q1,455,1185781.9836028952
Southern Region,Lakshadweep,682557,2018,Q1,126,306892.6263795968
Southern Region,Lakshadweep,682555,2018,Q1,112,315190.9630783282
Southern Region,Lakshadweep,682556,2018,Q1,36,65846.34124138596
Southern Region,Lakshadweep,682559,2018,Q1,30,50800.07325442073
Southern Region,Lakshadweep,682558,2018,Q1,17,4038.9405583495122
Southern Region,Lakshadweep,682552,2018,Q1,2,60.25276276346384
Southern Region,Lakshadweep,682551,2018,Q2,1424,3906194.940106515
Southern Region,Lakshadweep,682555,2018,Q2,296,1089183.5393228563
Southern Region,Lakshadweep,682557,2018,Q2,195,510331.3790839945
Southern Region,Lakshadweep,682559,2018,Q2,110,383860.1558654683
Southern Region,Lakshadweep,682552,2018,Q2,53,209750.58477834408
Southern Region,Lakshadweep,682556,2018,Q2,39,69725.9554841474
Southern Region,Lakshadweep,682554,2018,Q2,8,3622.7656284776417
Southern Region,Lakshadweep,682558,2018,Q2,7,15140.219130735284
Southern Region,Lakshadweep,682551,2018,Q3,698,1556188.1663251773
Southern Region,Lakshadweep,682555,2018,Q3,412,1291876.1535955975
Southern Region,Lakshadweep,682557,2018,Q3,190,516103.47576152685
Southern Region,Lakshadweep,682552,2018,Q3,159,477561.31073856784
Southern Region,Lakshadweep,682559,2018,Q3,97,309504.5523544409
Southern Region,Lakshadweep,682556,2018,Q3,69,80265.42554576742
Southern Region,Lakshadweep,682558,2018,Q3,66,97766.19755502306
Southern Region,Lakshadweep,682554,2018,Q3,12,9767.030109748282
Southern Region,Lakshadweep,682555,2018,Q4,759,2004526.4450636166
Southern Region,Lakshadweep,682557,2018,Q4,301,1111395.751799847
Southern Region,Lakshadweep,682551,2018,Q4,186,445814.1111709622
Southern Region,Lakshadweep,682559,2018,Q4,143,278949.5883209809
Southern Region,Lakshadweep,682552,2018,Q4,118,416078.0738062297
Southern Region,Lakshadweep,682556,2018,Q4,108,152911.93502748723
Southern Region,Lakshadweep,682558,2018,Q4,23,40153.84242561775
Southern Region,Lakshadweep,682554,2018,Q4,4,13383.950608090268
Southern Region,Lakshadweep,682555,2019,Q1,1321,4054159.611482283
Southern Region,Lakshadweep,682557,2019,Q1,428,2021015.4004817172
Southern Region,Lakshadweep,682551,2019,Q1,203,634895.5735906198
Southern Region,Lakshadweep,682559,2019,Q1,193,1293390.6740748046
Southern Region,Lakshadweep,682552,2019,Q1,150,446817.8958588181
Southern Region,Lakshadweep,682556,2019,Q1,109,148186.41259568086
Southern Region,Lakshadweep,682558,2019,Q1,58,147707.05723281612
Southern Region,Lakshadweep,682554,2019,Q1,19,39957.8540222548
Southern Region,Lakshadweep,682555,2019,Q2,1542,4690793.316988427
Southern Region,Lakshadweep,682557,2019,Q2,431,1833526.1615473742
Southern Region,Lakshadweep,682551,2019,Q2,394,1113924.9783968548
Southern Region,Lakshadweep,682559,2019,Q2,192,863634.7924088414
Southern Region,Lakshadweep,682552,2019,Q2,182,434050.6261013747
Southern Region,Lakshadweep,682556,2019,Q2,135,200339.96663077638
Southern Region,Lakshadweep,682558,2019,Q2,45,104411.730251283
Southern Region,Lakshadweep,682554,2019,Q2,5,1842.5646639571864
Southern Region,Lakshadweep,682555,2019,Q3,1659,3773089.6350253187
Southern Region,Lakshadweep,682551,2019,Q3,530,1708192.8706464823
Southern Region,Lakshadweep,682557,2019,Q3,464,2476541.080395855
Southern Region,Lakshadweep,682556,2019,Q3,153,349198.5725462359
Southern Region,Lakshadweep,682559,2019,Q3,135,619859.9918967236
Southern Region,Lakshadweep,682552,2019,Q3,134,669201.2040730031
Southern Region,Lakshadweep,682554,2019,Q3,20,40429.14360313336
Southern Region,Lakshadweep,682558,2019,Q3,9,15248.965581715916
Southern Region,Lakshadweep,682555,2019,Q4,2171,6680517.434672307
Southern Region,Lakshadweep,682551,2019,Q4,537,1342591.4626485973
Southern Region,Lakshadweep,682557,2019,Q4,351,1394351.3721540496
Southern Region,Lakshadweep,682556,2019,Q4,276,552216.6364643013
Southern Region,Lakshadweep,682554,2019,Q4,209,546978.1303369269
Southern Region,Lakshadweep,682552,2019,Q4,107,149457.2108710476
Southern Region,Lakshadweep,682559,2019,Q4,100,597218.6920294048
Southern Region,Lakshadweep,682558,2019,Q4,14,6582.465747216878
Southern Region,Lakshadweep,682555,2020,Q1,2725,7559822.515206487
Southern Region,Lakshadweep,682551,2020,Q1,833,2364315.9685132443
Southern Region,Lakshadweep,682557,2020,Q1,457,1021265.9797646462
Southern Region,Lakshadweep,682556,2020,Q1,351,635104.0313028225
Southern Region,Lakshadweep,682552,2020,Q1,331,495116.91370972595
Southern Region,Lakshadweep,682554,2020,Q1,263,606714.8557570663
Southern Region,Lakshadweep,682559,2020,Q1,168,739215.6096037484
Southern Region,Lakshadweep,682558,2020,Q1,23,80812.70064646855
Southern Region,Lakshadweep,682555,2020,Q2,3325,7916550.98094236
Southern Region,Lakshadweep,682551,2020,Q2,1285,3554024.880905837
Southern Region,Lakshadweep,682557,2020,Q2,982,2466847.4324380844
Southern Region,Lakshadweep,682556,2020,Q2,679,1345517.4241300174
Southern Region,Lakshadweep,682552,2020,Q2,356,438300.2289261961
Southern Region,Lakshadweep,682554,2020,Q2,342,564449.4467231544
Southern Region,Lakshadweep,682559,2020,Q2,218,584952.0321700623
Southern Region,Lakshadweep,682558,2020,Q2,33,72279.6597086844
Southern Region,Lakshadweep,682555,2020,Q3,3980,11206286.724219684
Southern Region,Lakshadweep,682551,2020,Q3,1414,3573553.2917372463
Southern Region,Lakshadweep,682556,2020,Q3,1084,2342940.3459927253
Southern Region,Lakshadweep,682557,2020,Q3,877,1630108.2010229547
Southern Region,Lakshadweep,682552,2020,Q3,607,1241637.9545541843
Southern Region,Lakshadweep,682559,2020,Q3,333,767447.7299204775
Southern Region,Lakshadweep,682554,2020,Q3,247,345676.0228254468
Southern Region,Lakshadweep,682558,2020,Q3,47,199183.0383841126
Southern Region,Lakshadweep,682555,2020,Q4,5080,15206028.236546889
Southern Region,Lakshadweep,682551,2020,Q4,2482,5683642.70699198
Southern Region,Lakshadweep,682556,2020,Q4,1189,2709723.883802486
Southern Region,Lakshadweep,682557,2020,Q4,1135,2575732.3130015805
Southern Region,Lakshadweep,682552,2020,Q4,1110,2300070.9627549937
Southern Region,Lakshadweep,682559,2020,Q4,338,1025546.5629377859
Southern Region,Lakshadweep,682554,2020,Q4,230,382427.6476430112
Southern Region,Lakshadweep,682558,2020,Q4,86,228145.60340166077
Southern Region,Lakshadweep,682555,2021,Q1,4769,15007370.90186011
Southern Region,Lakshadweep,682551,2021,Q1,1612,4299900.7358574215
Southern Region,Lakshadweep,682557,2021,Q1,794,1982132.2388505274
Southern Region,Lakshadweep,682552,2021,Q1,722,1950843.71723767
Southern Region,Lakshadweep,682556,2021,Q1,563,1751644.5539918537
Southern Region,Lakshadweep,682559,2021,Q1,328,1260342.2866715111
Southern Region,Lakshadweep,682554,2021,Q1,252,572604.5361795668
Southern Region,Lakshadweep,682558,2021,Q1,45,217943.9434324862
Southern Region,Lakshadweep,682555,2021,Q2,5888,15074376.910641793
Southern Region,Lakshadweep,682551,2021,Q2,2178,5290891.702602914
Southern Region,Lakshadweep,682552,2021,Q2,993,1639413.3254446147
Southern Region,Lakshadweep,682557,2021,Q2,857,1730691.0638645538
Southern Region,Lakshadweep,682556,2021,Q2,587,1363040.3984976518
Southern Region,Lakshadweep,682559,2021,Q2,504,1291413.7783293196
Southern Region,Lakshadweep,682554,2021,Q2,339,740231.7659224959
Southern Region,Lakshadweep,682558,2021,Q2,38,253404.71264818683
Southern Region,Lakshadweep,682555,2021,Q3,6738,20058639.523806334
Southern Region,Lakshadweep,682551,2021,Q3,2598,7159689.520473195
Southern Region,Lakshadweep,682556,2021,Q3,964,2001813.2168829022
Southern Region,Lakshadweep,682552,2021,Q3,940,2135837.973711105
Southern Region,Lakshadweep,682557,2021,Q3,771,3040393.8684833357
Southern Region,Lakshadweep,682559,2021,Q3,721,2942217.371647348
Southern Region,Lakshadweep,682554,2021,Q3,591,1354959.7152181882
Southern Region,Lakshadweep,682558,2021,Q3,47,109612.50854573956
Southern Region,Lakshadweep,682555,2021,Q4,7192,25481054.27885051
Southern Region,Lakshadweep,682551,2021,Q4,3110,8944915.53969454
Southern Region,Lakshadweep,682557,2021,Q4,1413,4646275.172694172
Southern Region,Lakshadweep,682552,2021,Q4,1202,2942810.7048794837
Southern Region,Lakshadweep,682556,2021,Q4,1099,3043732.1416717498
Southern Region,Lakshadweep,682559,2021,Q4,758,3963899.7275848463
Southern Region,Lakshadweep,682554,2021,Q4,606,1786457.5458005327
Southern Region,Lakshadweep,682558,2021,Q4,90,189040.41720516625
Southern Region,Lakshadweep,682555,2022,Q1,7323,25624455.05857206
Southern Region,Lakshadweep,682551,2022,Q1,3633,11612445.902720941
Southern Region,Lakshadweep,682557,2022,Q1,1982,6095982.206804961
Southern Region,Lakshadweep,682552,2022,Q1,1081,2789410.291747512
Southern Region,Lakshadweep,682556,2022,Q1,1080,2361737.0694429493
Southern Region,Lakshadweep,682554,2022,Q1,608,2982499.3684055656
Southern Region,Lakshadweep,682559,2022,Q1,563,2916745.539679209
Southern Region,Lakshadweep,682558,2022,Q1,127,556157.2165568657
Southern Region,Lakshadweep,682555,2022,Q2,7618,26188276.767873175
Southern Region,Lakshadweep,682551,2022,Q2,3798,10849797.532309841
Southern Region,Lakshadweep,682557,2022,Q2,2325,5538905.566183109
Southern Region,Lakshadweep,682552,2022,Q2,1342,4070890.1452125553
Southern Region,Lakshadweep,682556,2022,Q2,1021,3047138.1114224843
Southern Region,Lakshadweep,682559,2022,Q2,660,3611799.004343281
Southern Region,Lakshadweep,682554,2022,Q2,601,2138003.040549065
Southern Region,Lakshadweep,682558,2022,Q2,204,484791.8220121748
Southern Region,Lakshadweep,682555,2022,Q3,6356,20631453.646095395
Southern Region,Lakshadweep,682551,2022,Q3,3121,9353831.698612958
Southern Region,Lakshadweep,682557,2022,Q3,2438,5191563.257028759
Southern Region,Lakshadweep,682552,2022,Q3,1043,4068085.2694256445
Southern Region,Lakshadweep,682559,2022,Q3,979,4657640.807340271
Southern Region,Lakshadweep,682556,2022,Q3,805,2362417.0095640523
Southern Region,Lakshadweep,682554,2022,Q3,341,856246.7154523367
Southern Region,Lakshadweep,682558,2022,Q3,158,458771.2139808475
Southern Region,Lakshadweep,682555,2022,Q4,7140,23769820.494985007
Southern Region,Lakshadweep,682551,2022,Q4,3739,10627138.983090231
Southern Region,Lakshadweep,682557,2022,Q4,2929,6778902.537285896
Southern Region,Lakshadweep,682552,2022,Q4,1068,3769891.263197658
Southern Region,Lakshadweep,682559,2022,Q4,906,4474064.40593197
Southern Region,Lakshadweep,682556,2022,Q4,855,3159192.409999077
Southern Region,Lakshadweep,682554,2022,Q4,376,1734576.37765763
Southern Region,Lakshadweep,682558,2022,Q4,134,500287.1427887819
Central Region,Madhya Pradesh,462001,2018,Q1,832846,898730606.684653
Central Region,Madhya Pradesh,452005,2018,Q1,207574,253142785.61052936
Central Region,Madhya Pradesh,452001,2018,Q1,107648,156165711.64979118
Central Region,Madhya Pradesh,455001,2018,Q1,104275,118241844.34333043
Central Region,Madhya Pradesh,452010,2018,Q1,94234,157403991.63155165
Central Region,Madhya Pradesh,462022,2018,Q1,83978,87238625.13683434
Central Region,Madhya Pradesh,464001,2018,Q1,79043,78056088.40614296
Central Region,Madhya Pradesh,462021,2018,Q1,76954,81645808.22890393
Central Region,Madhya Pradesh,482002,2018,Q1,74060,93745050.67207184
Central Region,Madhya Pradesh,462003,2018,Q1,73987,87750006.55736303
Central Region,Madhya Pradesh,462001,2018,Q2,928983,1443626493.1959717
Central Region,Madhya Pradesh,452005,2018,Q2,246010,402380195.3026551
Central Region,Madhya Pradesh,452001,2018,Q2,142004,259873127.46920395
Central Region,Madhya Pradesh,455001,2018,Q2,136382,226612217.2992207
Central Region,Madhya Pradesh,452010,2018,Q2,129277,261844252.28139323
Central Region,Madhya Pradesh,462021,2018,Q2,107180,126504336.9668009
Central Region,Madhya Pradesh,462022,2018,Q2,105767,142892504.9372346
Central Region,Madhya Pradesh,482002,2018,Q2,103987,157951903.98098183
Central Region,Madhya Pradesh,464001,2018,Q2,101316,142159110.3236988
Central Region,Madhya Pradesh,462003,2018,Q2,99813,147560868.44672427
Central Region,Madhya Pradesh,462001,2018,Q3,1164035,1861753236.3155599
Central Region,Madhya Pradesh,470226,2018,Q3,323991,147624664.31106216
Central Region,Madhya Pradesh,452005,2018,Q3,287900,482102101.3115258
Central Region,Madhya Pradesh,466001,2018,Q3,276731,246461342.72598046
Central Region,Madhya Pradesh,455001,2018,Q3,239696,348542009.1483245
Central Region,Madhya Pradesh,452001,2018,Q3,239364,422167574.5546815
Central Region,Madhya Pradesh,487114,2018,Q3,222326,95525543.45837316
Central Region,Madhya Pradesh,462022,2018,Q3,218956,235907504.6007541
Central Region,Madhya Pradesh,486331,2018,Q3,215104,130056224.7084305
Central Region,Madhya Pradesh,462003,2018,Q3,208570,241162283.7526211
Central Region,Madhya Pradesh,462001,2018,Q4,1500309,2552351600.8016467
Central Region,Madhya Pradesh,452001,2018,Q4,343290,585006850.3652501
Central Region,Madhya Pradesh,452005,2018,Q4,335785,608914775.5363489
Central Region,Madhya Pradesh,455001,2018,Q4,295535,483571677.4557303
Central Region,Madhya Pradesh,452010,2018,Q4,278306,549086571.2783393
Central Region,Madhya Pradesh,462021,2018,Q4,275519,276467132.60838115
Central Region,Madhya Pradesh,462022,2018,Q4,247693,296890945.9695538
Central Region,Madhya Pradesh,462008,2018,Q4,242961,294409417.75512815
Central Region,Madhya Pradesh,482002,2018,Q4,241160,378635020.67435056
Central Region,Madhya Pradesh,462010,2018,Q4,240419,279849921.506904
Central Region,Madhya Pradesh,462001,2019,Q1,3626425,5068130944.898084
Central Region,Madhya Pradesh,452005,2019,Q1,1667463,2491269778.3947864
Central Region,Madhya Pradesh,452001,2019,Q1,603742,795143251.0594337
Central Region,Madhya Pradesh,482001,2019,Q1,539450,804250137.6994205
Central Region,Madhya Pradesh,455001,2019,Q1,536017,660504208.966887
Central Region,Madhya Pradesh,466001,2019,Q1,471656,384166428.2630392
Central Region,Madhya Pradesh,462022,2019,Q1,435916,395194631.92283005
Central Region,Madhya Pradesh,452010,2019,Q1,432653,720758844.8395721
Central Region,Madhya Pradesh,462021,2019,Q1,419303,316072420.79677904
Central Region,Madhya Pradesh,462010,2019,Q1,389412,347672223.73239464
Central Region,Madhya Pradesh,462001,2019,Q2,6704852,11443970357.937914
Central Region,Madhya Pradesh,452005,2019,Q2,4253651,7470815433.988805
Central Region,Madhya Pradesh,482001,2019,Q2,1116887,1903950972.5445337
Central Region,Madhya Pradesh,462021,2019,Q2,597802,404946329.5388553
Central Region,Madhya Pradesh,452001,2019,Q2,575129,873647635.5393763
Central Region,Madhya Pradesh,452010,2019,Q2,497913,813285367.1900495
Central Region,Madhya Pradesh,462022,2019,Q2,493951,475968874.6167083
Central Region,Madhya Pradesh,462023,2019,Q2,475553,488470240.3268646
Central Region,Madhya Pradesh,461001,2019,Q2,434348,771524186.5255004
Central Region,Madhya Pradesh,455001,2019,Q2,418034,723340186.7757671
Central Region,Madhya Pradesh,462001,2019,Q3,6269219,11834863354.419373
Central Region,Madhya Pradesh,452005,2019,Q3,4366960,8065739923.082
Central Region,Madhya Pradesh,482001,2019,Q3,1055603,1863763891.845798
Central Region,Madhya Pradesh,452001,2019,Q3,1043588,1225514212.4561656
Central Region,Madhya Pradesh,462021,2019,Q3,940540,505580483.3014368
Central Region,Madhya Pradesh,462022,2019,Q3,918349,630186966.3543744
Central Region,Madhya Pradesh,452010,2019,Q3,898555,1133787666.1670172
Central Region,Madhya Pradesh,462023,2019,Q3,839430,652641997.9865594
Central Region,Madhya Pradesh,462003,2019,Q3,731558,627704960.5340548
Central Region,Madhya Pradesh,462016,2019,Q3,679665,620156231.9334133
Central Region,Madhya Pradesh,462001,2019,Q4,6837881,13576912651.586494
Central Region,Madhya Pradesh,452005,2019,Q4,5504197,10818308924.232718
Central Region,Madhya Pradesh,452001,2019,Q4,1476430,1587077410.4156427
Central Region,Madhya Pradesh,452010,2019,Q4,1305226,1524380730.2016387
Central Region,Madhya Pradesh,482001,2019,Q4,1266715,2344608582.0637045
Central Region,Madhya Pradesh,462008,2019,Q4,1257486,1667617803.0829244
Central Region,Madhya Pradesh,462021,2019,Q4,1105950,608200651.5174402
Central Region,Madhya Pradesh,462022,2019,Q4,980305,761376331.7498667
Central Region,Madhya Pradesh,462023,2019,Q4,973492,815982424.4087061
Central Region,Madhya Pradesh,462003,2019,Q4,859025,801636587.5680897
Central Region,Madhya Pradesh,452005,2020,Q1,8311339,16391514714.613842
Central Region,Madhya Pradesh,462008,2020,Q1,6548078,13044490028.62577
Central Region,Madhya Pradesh,462001,2020,Q1,2197233,4135614413.401725
Central Region,Madhya Pradesh,482001,2020,Q1,1675660,3288419374.5668755
Central Region,Madhya Pradesh,452001,2020,Q1,1568004,1682081172.7628899
Central Region,Madhya Pradesh,452010,2020,Q1,1519272,1717412983.0519361
Central Region,Madhya Pradesh,462021,2020,Q1,981968,596828292.4093003
Central Region,Madhya Pradesh,462023,2020,Q1,973781,866222103.5313101
Central Region,Madhya Pradesh,462022,2020,Q1,953629,819880210.5237169
Central Region,Madhya Pradesh,455001,2020,Q1,923744,1429885804.0247233
Central Region,Madhya Pradesh,462008,2020,Q2,7083405,18733977853.722977
Central Region,Madhya Pradesh,452005,2020,Q2,7027354,18569853904.900497
Central Region,Madhya Pradesh,455001,2020,Q2,991925,1616822890.5676188
Central Region,Madhya Pradesh,480001,2020,Q2,754370,1531783295.94457
Central Region,Madhya Pradesh,452010,2020,Q2,737841,1149552894.4925904
Central Region,Madhya Pradesh,462001,2020,Q2,701101,1247621766.3037615
Central Region,Madhya Pradesh,462022,2020,Q2,666290,731581581.2761979
Central Region,Madhya Pradesh,482001,2020,Q2,656493,1401864444.3086805
Central Region,Madhya Pradesh,482002,2020,Q2,566179,956557626.1959183
Central Region,Madhya Pradesh,466001,2020,Q2,526600,863069994.055345
Central Region,Madhya Pradesh,462008,2020,Q3,18608188,42836925858.3958
Central Region,Madhya Pradesh,452005,2020,Q3,6059895,13662742990.190998
Central Region,Madhya Pradesh,452010,2020,Q3,1520843,2092911874.7978008
Central Region,Madhya Pradesh,455001,2020,Q3,1413770,2339700967.461785
Central Region,Madhya Pradesh,462001,2020,Q3,1289565,2421154415.1092215
Central Region,Madhya Pradesh,482001,2020,Q3,1258497,2665546564.0821686
Central Region,Madhya Pradesh,452001,2020,Q3,982572,1690061462.937074
Central Region,Madhya Pradesh,452016,2020,Q3,937996,1493171910.2876134
Central Region,Madhya Pradesh,462022,2020,Q3,918271,1064260342.2780193
Central Region,Madhya Pradesh,482002,2020,Q3,897854,1644475543.5609841
Central Region,Madhya Pradesh,462008,2020,Q4,20637374,44520942803.43779
Central Region,Madhya Pradesh,452005,2020,Q4,6210457,13040333253.394245
Central Region,Madhya Pradesh,452010,2020,Q4,2556422,3329001378.928961
Central Region,Madhya Pradesh,462001,2020,Q4,2187046,3998691301.3604746
Central Region,Madhya Pradesh,455001,2020,Q4,2091495,3468605469.585371
Central Region,Madhya Pradesh,452001,2020,Q4,1955323,2956333499.0736675
Central Region,Madhya Pradesh,482001,2020,Q4,1733750,3424103520.708811
Central Region,Madhya Pradesh,452016,2020,Q4,1505055,2282925453.891755
Central Region,Madhya Pradesh,482002,2020,Q4,1446070,2729484076.063352
Central Region,Madhya Pradesh,462022,2020,Q4,1415361,1654509281.4695334
Central Region,Madhya Pradesh,462008,2021,Q1,45920869,76097617508.03973
Central Region,Madhya Pradesh,452005,2021,Q1,12368534,20333650796.901794
Central Region,Madhya Pradesh,452010,2021,Q1,3157169,3746274998.491168
Central Region,Madhya Pradesh,452001,2021,Q1,3031347,3622956355.0610266
Central Region,Madhya Pradesh,482001,2021,Q1,2626795,4524235375.162897
Central Region,Madhya Pradesh,462001,2021,Q1,2567784,4163932826.9056225
Central Region,Madhya Pradesh,455001,2021,Q1,2284442,3592982816.355874
Central Region,Madhya Pradesh,452016,2021,Q1,1784180,2566937156.63353
Central Region,Madhya Pradesh,452020,2021,Q1,1717447,2091704739.9569988
Central Region,Madhya Pradesh,462022,2021,Q1,1690582,1841285115.5522735
Central Region,Madhya Pradesh,462008,2021,Q2,57596018,101902493881.58667
Central Region,Madhya Pradesh,452005,2021,Q2,15823586,28475955866.25344
Central Region,Madhya Pradesh,482001,2021,Q2,2855889,5204968517.899942
Central Region,Madhya Pradesh,462001,2021,Q2,2370403,4281025788.0650344
Central Region,Madhya Pradesh,455001,2021,Q2,2302486,3993109709.3966684
Central Region,Madhya Pradesh,452010,2021,Q2,2206070,3293341962.5959606
Central Region,Madhya Pradesh,452016,2021,Q2,1499795,2613982955.748446
Central Region,Madhya Pradesh,482002,2021,Q2,1485190,3016062223.170359
