State,District,Latitude,Longitude
Tamil Nadu,Dindigul,10.3303299,78.06739791
Tamil Nadu,Erode,11.3692044,77.67662687
Tamil Nadu,Kanchipuram,12.9647163,79.9839686
Tamil Nadu,Kanyakumari,8.079252,77.5499338
Tamil Nadu,Karur,10.9301522,78.08485455
Tamil Nadu,Krishnagiri,12.5188835,78.2206536
Tamil Nadu,Madurai,9.9261153,78.1140983
Tamil Nadu,Nagapattinam,10.8056276,79.82465978
Tamil Nadu,Namakkal,11.28422485,78.16615284
Tamil Nadu,Nilgiris,13.0698579,80.2248039
Tamil Nadu,Perambalur,11.2287716,78.81825555
Tamil Nadu,Pudukkottai,10.5,78.833333
Tamil Nadu,Ramanathapuram,9.3895523,78.85907072
Tamil Nadu,Salem,11.6549142,78.1584923
Tamil Nadu,Sivaganga,9.851231,78.53047155
Tamil Nadu,Ranipet,12.950883,79.319701
Tamil Nadu,Kallakkurichi,11.738478,78.963524
Tamil Nadu,Tenkasi,8.965924,77.306968
Tamil Nadu,Tirupathur,12.493622,78.567573
Tamil Nadu,Thanjavur,10.7860267,79.1381497
Tamil Nadu,Theni,9.9696643,77.47420049
Tamil Nadu,Thoothukudi ,8.8052602,78.1452745
Tamil Nadu,Tiruchirappalli,10.804973,78.6870296
Tamil Nadu,Tirunelveli,8.7012203,77.5792694
Tamil Nadu,Tiruppur,11.1017815,77.345192
Tamil Nadu,Tiruvallur,13.1394221,79.9070839
Tamil Nadu,Tiruvannamalai,12.22713775,79.07012882
Tamil Nadu,Tiruvarur,10.6828082,79.4786542
Tamil Nadu,Vellore,12.7948109,79.0006411
Tamil Nadu,Viluppuram,11.9137874,79.50789298
Tamil Nadu,Virudhunagar,9.5208936,77.8784564
Telangana,Adilabad,19.5,78.5
Telangana,Bhadradri Kothagudem,17.71534525,80.57149762
Telangana,Hyderabad,17.360589,78.4740613
Telangana,Jagtial,18.82135895,78.91506633
Telangana,Jangaon,17.7465843,79.24072183
Telangana,Bhupalpally,18.4381466,79.8684969
Telangana,Jogulamba Gadwal,16.0999202,77.73415835
Telangana,Kamareddy,18.3222091,78.3387118
Telangana,Karimnagar,18.4348122,79.1328042
Telangana,Khammam,17.5,80.333333
Telangana,Komaram Bheem Asifabad,19.33381885,79.42197926
Telangana,Mahabubabad,17.7138983,80.04134253
Telangana,Mahabubnagar,16.69656855,77.95911462
Telangana,Mancherial,18.9812967,79.51980961
Telangana,Medak,17.9375095,78.21174499
Telangana,Mulugu,18.194415,79.940194
Telangana,Narayanpet,16.745834,77.495863
Telangana,Medchal,17.6339929,78.4843146
Telangana,Nagarkurnool,16.41576265,78.68304333
Telangana,Nalgonda,16.8579636,79.21749353
Telangana,Nirmal,19.09152095,78.39660898
Telangana,Nizamabad,18.75,78.25
Telangana,Peddapalli,18.62065305,79.49501711
Telangana,Rajanna Sircilla,18.452116,78.76455837
Telangana,Rangareddy,17.1333954,78.39709787
Telangana,Sangareddy,17.86859205,77.82281995
Telangana,Siddipet,18.0055851,78.89611305
Telangana,Suryapet,17.08001385,79.79253297
Telangana,Vikarabad,17.2702855,77.74529701
Telangana,Wanaparthy,16.2852944,77.98644727
Telangana,Warangal ,17.9820644,79.5970954
Telangana,Warangal ,17.9820644,79.5970954
Telangana,Yadadri Bhuvanagiri,17.42819665,79.09049098
Tripura,Dhalai,23.8253158,91.97322267
Tripura,Gomati,23.4613369,91.60718004
Tripura,Khowai,24.04673835,91.62320954
Tripura,North Tripura,24.0921476,92.24512135
Tripura,Sepahijala,23.53074455,91.30156539
Tripura,South Tripura,23.5,91.666667
Tripura,Unakoti,24.3167458,92.06650224
Tripura,West Tripura,23.916667,91.5
Uttarakhand,Almora,29.703095,79.43317023
Uttarakhand,Bageshwar,30.0084975,79.93004575
Uttarakhand,Chamoli,30.5,79.5
Uttarakhand,Champawat,29.23631315,80.10172077
Uttarakhand,Dehradun,30.3255646,78.0436813
Uttarakhand,Haridwar,29.9384473,78.1452985
Uttarakhand,Nainital,29.29478295,79.41548094
Uttarakhand,Pauri Garhwal,29.84591115,78.70766746
Uttarakhand,Pithoragarh,29.585871,80.215167
Uttarakhand,Rudraprayag,30.3009965,79.06287965
Uttarakhand,Tehri Garhwal,30.5,78.666667
Uttarakhand,Udham Singh Nagar,29.0480988,79.43131332
Uttarakhand,Uttarkashi,30.7291049,78.4403495
Uttar Pradesh,Agra,27.1752554,78.0098161
Uttar Pradesh,Aligarh,27.833333,78.166667
Uttar Pradesh,Allahabad,25.4381302,81.8338005
Uttar Pradesh,Ambedkar Nagar,26.40349795,82.60728149
Uttar Pradesh,Amethi ,26.34738315,81.62387832
Uttar Pradesh,Amroha ,28.9233969,78.48831693
Uttar Pradesh,Ayodhya,26.79317,82.198937
Uttar Pradesh,Auraiya,26.65573395,79.51504701
Uttar Pradesh,Azamgarh,26.02269675,83.02887343
Uttar Pradesh,Baghpat,28.97240405,77.33315285
Uttar Pradesh,Bahraich,27.7336958,81.47732128
Uttar Pradesh,Ballia,25.87793255,84.11995931
Uttar Pradesh,Balrampur,27.4504805,82.39541774
Uttar Pradesh,Banda,25.6240669,80.44804739
Uttar Pradesh,Barabanki,26.93823105,81.38609761
Uttar Pradesh,Bareilly,28.416667,79.383333
Uttar Pradesh,Basti,26.724789,82.79326865
Uttar Pradesh,Bhadohi,25.42292275,82.48843708
Uttar Pradesh,Bijnor,29.40604895,78.4808784
Uttar Pradesh,Budaun,28.06831165,79.04607312
Uttar Pradesh,Bulandshahr,28.38886085,77.97479773
Uttar Pradesh,Chandauli,25.1265777,83.24965577
Uttar Pradesh,Chitrakoot,25.2152693,81.10309782
Uttar Pradesh,Deoria,26.42384715,83.76273169
Uttar Pradesh,Etah,27.5541146,78.6007864
Uttar Pradesh,Etawah,26.71832435,79.09025375
Uttar Pradesh,Faizabad,26.63807555,82.05902434
Uttar Pradesh,Farrukhabad,27.43719385,79.48912947
Uttar Pradesh,Fatehpur,25.8435395,80.91800397
Uttar Pradesh,Firozabad,27.17736635,78.38991198
Uttar Pradesh,Gautam Buddha Nagar,28.36759325,77.59744769
Uttar Pradesh,Ghaziabad,28.6711527,77.4120356
Uttar Pradesh,Ghazipur,25.6035084,83.50745405
Uttar Pradesh,Gonda,27.1096669,81.91832912
Uttar Pradesh,Gorakhpur,26.6711433,83.36457244
Uttar Pradesh,Hamirpur,25.75,80
Uttar Pradesh,Hapur ,28.7406125,77.83542557
Uttar Pradesh,Hardoi,27.33857665,80.09752646
Uttar Pradesh,Hathras,27.57324325,78.11173867
Uttar Pradesh,Jalaun,26.105546,79.42765265
Uttar Pradesh,Jaunpur,25.7955927,82.48834098
Uttar Pradesh,Jhansi,25.5301308,78.65242146
Uttar Pradesh,Kannauj,26.9996974,79.68861213
Uttar Pradesh,Kanpur Dehat,26.4600465,79.85551
Uttar Pradesh,Kanpur Nagar,26.4402119,80.26930513
Uttar Pradesh,Kasganj ,27.88384605,78.63489004
Uttar Pradesh,Kaushambi,25.53868215,81.45034105
Uttar Pradesh,Kushinagar ,26.7438272,83.9162322
Uttar Pradesh,Lakhimpur - Kheri,27.98506015,80.75384538
Uttar Pradesh,Lalitpur,24.70038485,78.51866759
Uttar Pradesh,Lucknow,26.8381,80.9346001
Uttar Pradesh,Maharajganj,27.09254225,83.56696261
Uttar Pradesh,Mahoba,25.36176885,79.70499475
Uttar Pradesh,Mainpuri,27.2098219,79.04813701
Uttar Pradesh,Mathura,27.633333,77.583333
Uttar Pradesh,Mau,26.0376878,83.49793418
Uttar Pradesh,Meerut,29.00065255,77.76822875
Uttar Pradesh,Mirzapur,25.1010477,82.62574936
Uttar Pradesh,Moradabad,28.8638424,78.80577833
Uttar Pradesh,Muzaffarnagar,29.44800635,77.74068503
Uttar Pradesh,Pilibhit,28.6908066,79.83107249
Uttar Pradesh,Pratapgarh,25.4381302,81.8338005
Uttar Pradesh,Prayagraj,25.4381302,81.8338005
Uttar Pradesh,RaeBareli,26.25252795,81.17502109
Uttar Pradesh,Rampur,28.8014001,79.0284337
Uttar Pradesh,Saharanpur,29.9880774,77.50812995
Uttar Pradesh,Sambhal ,28.61875255,78.55087405
Uttar Pradesh,Sant Kabir Nagar,26.7882737,82.9600798
Uttar Pradesh,Shahjahanpur,27.91263315,79.74656295
Uttar Pradesh,Shamli ,29.5008816,77.34838259
Uttar Pradesh,Shravasti,27.5083429,82.0263569
Uttar Pradesh,Siddharth Nagar,27.25264095,82.86964796
Uttar Pradesh,Sitapur,27.5046392,80.82946583
Uttar Pradesh,Sonbhadra,24.38657525,83.07863061
Uttar Pradesh,Sultanpur,26.24251085,82.29616932
Uttar Pradesh,Unnao,26.57550365,80.61376178
Uttar Pradesh,Varanasi,25.3356491,83.0076292
West Bengal,Alipurduar,26.4851573,89.5246926
West Bengal,Bankura,23.13195425,87.2073972
West Bengal,Birbhum,24,87.583333
West Bengal,Burdwan ,23.2495714,87.8681751
West Bengal,Cooch Behar,26.3223696,89.4592445
West Bengal,Dakshin Dinajpur ,25.38703085,88.50471505
West Bengal,Darjeeling,27.0377554,88.263176
West Bengal,Hooghly,22.91089175,88.01063388
West Bengal,Howrah,22.5736296,88.3251045
West Bengal,Jalpaiguri,26.4733048,88.67886686
West Bengal,Kalimpong,27.0702869,88.4723676
West Bengal,Kolkata,22.5726459,88.3638953
West Bengal,Malda,25.0057449,88.1398483
West Bengal,Murshidabad,24.1745993,88.2721335
West Bengal,Nadia,23.4836184,88.55570832
West Bengal,North 24 Parganas,22.69268145,88.66111746
West Bengal,Purba Bardhaman,23.234541,87.854636
West Bengal,Jhargram,22.452537,86.998597
West Bengal,Koch Bihar,26.328789,89.451112
West Bengal,Paschim Bardhaman,23.642973,87.212019
West Bengal,Paschim Medinipur ,22.3599134,87.41331448
West Bengal,Purba Medinipur ,22.06217445,87.83672383
West Bengal,Purulia,23.3291882,86.3672378
West Bengal,South 24 Parganas,22.1815262,88.54843767
West Bengal,Uttar Dinajpur ,25.8707958,87.96259728
